"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CYP17A1",0,4.41589597577858,0.404,0.02,0,"Adrenal","CYP17A1"
"STAR",0,3.85835291117849,0.416,0.021,0,"Adrenal","STAR"
"EHD3",0,3.28282687263093,0.337,0.015,0,"Adrenal","EHD3"
"PPAP2A",0,3.17893754336799,0.463,0.08,0,"Adrenal","PPAP2A"
"F8",0,3.12581172626574,0.433,0.048,0,"Adrenal","F8"
"DLK1",0,2.86982217397688,0.277,0.028,0,"Adrenal","DLK1"
"DHCR24",0,2.77737306393534,0.241,0.031,0,"Adrenal","DHCR24"
"SULT2A1",0,2.6907718189879,0.188,0.004,0,"Adrenal","SULT2A1"
"KCNIP4",0,2.51828697613679,0.273,0.053,0,"Adrenal","KCNIP4"
"PDK4",0,2.39822411468023,0.182,0.024,0,"Adrenal","PDK4"
"IGF2",0,2.39335197353507,0.849,0.285,0,"Adrenal","IGF2"
"CEACAM1",0,2.38632496501976,0.208,0.021,0,"Adrenal","CEACAM1"
"BTNL9",0,2.33073512978808,0.283,0.05,0,"Adrenal","BTNL9"
"FCGR2B",0,2.29597397839868,0.174,0.01,0,"Adrenal","FCGR2B"
"CYP11A1",0,2.28719682141508,0.148,0.006,0,"Adrenal","CYP11A1"
"PPAP2B",0,2.20916715345756,0.616,0.202,0,"Adrenal","PPAP2B"
"FDX1",0,2.17481243189035,0.181,0.023,0,"Adrenal","FDX1"
"FKBP5",0,2.16348824846008,0.241,0.058,0,"Adrenal","FKBP5"
"PLAT",0,2.14728606668468,0.294,0.081,0,"Adrenal","PLAT"
"TMTC1",0,2.13163197872413,0.188,0.034,0,"Adrenal","TMTC1"
"ZBTB16",0,2.12642952338118,0.185,0.02,0,"Adrenal","ZBTB16"
"LYVE1",0,2.12290878395144,0.379,0.092,0,"Adrenal","LYVE1"
"TBXAS1",0,2.08885822329106,0.157,0.011,0,"Adrenal","TBXAS1"
"CYP21A2",0,2.04421011321486,0.117,0.003,0,"Adrenal","CYP21A2"
"DNASE1L3",0,1.96497220381772,0.174,0.028,0,"Adrenal","DNASE1L3"
"LEPREL1",0,1.87661975565535,0.151,0.023,0,"Adrenal","LEPREL1"
"APOE",0,1.87518538413496,0.193,0.059,0,"Adrenal","APOE"
"CHRM3",0,1.86243326380885,0.44,0.145,0,"Adrenal","CHRM3"
"H19",0,1.78063522127616,0.861,0.332,0,"Adrenal","H19"
"KHDRBS3",0,1.73360688831226,0.164,0.047,0,"Adrenal","KHDRBS3"
"CD74",0,1.72841117851069,0.165,0.054,0,"Adrenal","CD74"
"EDNRB",0,1.72805436841597,0.183,0.05,0,"Adrenal","EDNRB"
"LINC00478",0,1.67974895195194,0.374,0.159,0,"Adrenal","LINC00478"
"IGFBP5",0,1.65754026952531,0.419,0.113,0,"Adrenal","IGFBP5"
"ST6GALNAC3",0,1.64546969024653,0.454,0.216,0,"Adrenal","ST6GALNAC3"
"MSMO1",0,1.64163525464327,0.117,0.022,0,"Adrenal","MSMO1"
"LRRC32",0,1.63314419636119,0.229,0.094,0,"Adrenal","LRRC32"
"GALNT15",0,1.61228055180337,0.104,0.016,0,"Adrenal","GALNT15"
"SEC14L1",0,1.60801715128844,0.314,0.137,0,"Adrenal","SEC14L1"
"ITGA8",0,1.60514997907626,0.229,0.073,0,"Adrenal","ITGA8"
"CPM",0,1.58873451981951,0.122,0.026,0,"Adrenal","CPM"
"MACROD2",0,1.58366982344786,0.219,0.093,0,"Adrenal","MACROD2"
"RGS7BP",0,1.49142629213439,0.104,0.022,0,"Adrenal","RGS7BP"
"TMEM156",0,1.47061912107988,0.102,0.023,0,"Adrenal","TMEM156"
"LDLR",0,1.43991996372092,0.157,0.061,0,"Adrenal","LDLR"
"PBX1",0,1.43392160864714,0.392,0.211,0,"Adrenal","PBX1"
"ATP8A1",0,1.41568657368796,0.2,0.082,0,"Adrenal","ATP8A1"
"PEG10",0,1.39043358151514,0.133,0.05,0,"Adrenal","PEG10"
"GRB10",0,1.38836737812123,0.233,0.121,0,"Adrenal","GRB10"
"EFNB2",0,1.38647369788171,0.338,0.183,0,"Adrenal","EFNB2"
"TGFBR2",0,1.34917149015008,0.402,0.233,0,"Adrenal","TGFBR2"
"FAM102A",0,1.34504344444752,0.122,0.038,0,"Adrenal","FAM102A"
"MAF",0,1.32833694410621,0.222,0.098,0,"Adrenal","MAF"
"LDB2",0,1.31897223067222,0.772,0.497,0,"Adrenal","LDB2"
"NPAS3",0,1.31055279381078,0.211,0.101,0,"Adrenal","NPAS3"
"LGR4",0,1.29636393262388,0.151,0.058,0,"Adrenal","LGR4"
"SQLE",0,1.2805644172182,0.113,0.038,0,"Adrenal","SQLE"
"ST6GAL1",0,1.26473418739063,0.346,0.198,0,"Adrenal","ST6GAL1"
"PCED1B",0,1.25958699626089,0.146,0.057,0,"Adrenal","PCED1B"
"FLT1",0,1.25922777067547,0.566,0.368,0,"Adrenal","FLT1"
"SDPR",0,1.25509398403674,0.331,0.191,0,"Adrenal","SDPR"
"MEIS2",0,1.22707578700438,0.413,0.206,0,"Adrenal","MEIS2"
"PIP4K2A",0,1.21925664718407,0.211,0.108,0,"Adrenal","PIP4K2A"
"NRG3",0,1.21416926383942,0.384,0.195,0,"Adrenal","NRG3"
"ANKS1A",0,1.21279292068818,0.25,0.141,0,"Adrenal","ANKS1A"
"EMCN",0,1.20722538246595,0.518,0.348,0,"Adrenal","EMCN"
"TGFBR3",0,1.20668573171496,0.286,0.136,0,"Adrenal","TGFBR3"
"CRHBP",0,1.20611601824308,0.178,0.049,0,"Adrenal","CRHBP"
"AKAP12",0,1.17599693688534,0.285,0.151,0,"Adrenal","AKAP12"
"GATA6",0,1.16303376491643,0.101,0.028,0,"Adrenal","GATA6"
"NEDD9",0,1.03257646228975,0.257,0.146,0,"Adrenal","NEDD9"
"CD36",0,1.01502077301225,0.359,0.196,0,"Adrenal","CD36"
"PIEZO2",0,0.98742708242444,0.279,0.146,0,"Adrenal","PIEZO2"
"RARB",0,0.985091013736175,0.172,0.076,0,"Adrenal","RARB"
"RBMS3",0,0.973570958838584,0.427,0.298,0,"Adrenal","RBMS3"
"PLVAP",0,0.921672405231943,0.34,0.19,0,"Adrenal","PLVAP"
"TIMP3",0,0.900024068565428,0.373,0.242,0,"Adrenal","TIMP3"
"ARL15",0,0.803731073649244,0.47,0.341,0,"Adrenal","ARL15"
"CFL1",0,-0.672655575076778,0.114,0.264,0,"Adrenal","CFL1"
"NFIB",0,-0.6764287512493,0.278,0.47,0,"Adrenal","NFIB"
"ETS1",0,-0.713087300554194,0.148,0.303,0,"Adrenal","ETS1"
"CD93",0,-0.732251813982761,0.158,0.32,0,"Adrenal","CD93"
"PTMS",0,-0.780485490980714,0.075,0.207,0,"Adrenal","PTMS"
"SPTBN1",0,-0.791076354692638,0.303,0.525,0,"Adrenal","SPTBN1"
"PTMA",0,-0.815380080997494,0.089,0.233,0,"Adrenal","PTMA"
"DOCK9",0,-0.83719154681704,0.12,0.27,0,"Adrenal","DOCK9"
"ACTN4",0,-0.854851538048099,0.177,0.37,0,"Adrenal","ACTN4"
"LAMC1",0,-0.859841831480615,0.074,0.214,0,"Adrenal","LAMC1"
"NXN",0,-0.92366182040275,0.088,0.222,0,"Adrenal","NXN"
"ITGA6",0,-0.92398068307548,0.06,0.184,0,"Adrenal","ITGA6"
"MYH9",0,-0.983881770428245,0.106,0.29,0,"Adrenal","MYH9"
"BSG",0,-0.986887972842807,0.089,0.243,0,"Adrenal","BSG"
"JUN",0,-0.989853956897227,0.069,0.198,0,"Adrenal","JUN"
"FLI1",0,-1.04915351632333,0.095,0.268,0,"Adrenal","FLI1"
"MAGI1",0,-1.06630329672818,0.185,0.364,0,"Adrenal","MAGI1"
"KIAA1462",0,-1.09441145305101,0.048,0.19,0,"Adrenal","KIAA1462"
"MSRB3",0,-1.10651948221983,0.017,0.12,0,"Adrenal","MSRB3"
"CAV1",0,-1.1235344342907,0.069,0.21,0,"Adrenal","CAV1"
"RNF220",0,-1.12616257042035,0.013,0.109,0,"Adrenal","RNF220"
"FLNA",0,-1.12899829843255,0.032,0.155,0,"Adrenal","FLNA"
"TMSB10",0,-1.1813813428205,0.206,0.473,0,"Adrenal","TMSB10"
"COL4A2",0,-1.18226921224689,0.267,0.502,0,"Adrenal","COL4A2"
"TSPAN5",0,-1.20776418321287,0.05,0.18,0,"Adrenal","TSPAN5"
"JAM2",0,-1.22090131009147,0.01,0.105,0,"Adrenal","JAM2"
"APLNR",0,-1.23142909876009,0.103,0.275,0,"Adrenal","APLNR"
"MCAM",0,-1.26219733170507,0.038,0.182,0,"Adrenal","MCAM"
"CLDN5",0,-1.28305670308698,0.101,0.291,0,"Adrenal","CLDN5"
"UNC5B",0,-1.28783435081128,0.032,0.162,0,"Adrenal","UNC5B"
"EHD2",0,-1.32530477627608,0.022,0.134,0,"Adrenal","EHD2"
"RPS6KA2",0,-1.32739491620766,0.05,0.224,0,"Adrenal","RPS6KA2"
"COL5A2",0,-1.34933910900162,0.009,0.115,0,"Adrenal","COL5A2"
"LAMA4",0,-1.36063416311248,0.08,0.292,0,"Adrenal","LAMA4"
"GUCY1A2",0,-1.36565894318806,0.012,0.109,0,"Adrenal","GUCY1A2"
"DPYSL3",0,-1.36576232440038,0.019,0.134,0,"Adrenal","DPYSL3"
"PCDH17",0,-1.38511706342178,0.045,0.186,0,"Adrenal","PCDH17"
"LTBP1",0,-1.40459672510327,0.032,0.156,0,"Adrenal","LTBP1"
"TUBA1A",0,-1.41038896316418,0.046,0.222,0,"Adrenal","TUBA1A"
"DACH1",0,-1.42607896130855,0.126,0.329,0,"Adrenal","DACH1"
"PPM1H",0,-1.42706253880988,0.004,0.107,0,"Adrenal","PPM1H"
"PALMD",0,-1.42757406987811,0.006,0.12,0,"Adrenal","PALMD"
"COL4A1",0,-1.44520626717915,0.19,0.455,0,"Adrenal","COL4A1"
"KITLG",0,-1.44911257810982,0.02,0.148,0,"Adrenal","KITLG"
"CDH2",0,-1.44979157733692,0.01,0.111,0,"Adrenal","CDH2"
"SLCO2B1",0,-1.45741812709076,0.001,0.106,0,"Adrenal","SLCO2B1"
"NREP",0,-1.46890486231556,0.033,0.198,0,"Adrenal","NREP"
"PGM5",0,-1.46900384234874,0.008,0.103,0,"Adrenal","PGM5"
"IL33",0,-1.5013179244517,0.007,0.101,0,"Adrenal","IL33"
"CALD1",0,-1.5068380442745,0.066,0.278,0,"Adrenal","CALD1"
"ACTN1",0,-1.52027449836314,0.002,0.105,0,"Adrenal","ACTN1"
"VCAN",0,-1.52754805982005,0.01,0.103,0,"Adrenal","VCAN"
"HMCN1",0,-1.5295728130918,0.033,0.156,0,"Adrenal","HMCN1"
"TFRC",0,-1.53474467133314,0.012,0.118,0,"Adrenal","TFRC"
"FOXC1",0,-1.56214188792285,0.005,0.124,0,"Adrenal","FOXC1"
"FOXP1",0,-1.56498290380308,0.137,0.43,0,"Adrenal","FOXP1"
"LEF1",0,-1.56719144784616,0.002,0.112,0,"Adrenal","LEF1"
"BGN",0,-1.59012198647972,0.017,0.14,0,"Adrenal","BGN"
"PLCB4",0,-1.59106446436793,0.011,0.145,0,"Adrenal","PLCB4"
"MYO1B",0,-1.62621963618253,0.037,0.221,0,"Adrenal","MYO1B"
"LAMB1",0,-1.68716050416324,0.018,0.184,0,"Adrenal","LAMB1"
"SAMD12",0,-1.68716977379601,0.002,0.115,0,"Adrenal","SAMD12"
"PTN",0,-1.68808567961289,0.004,0.106,0,"Adrenal","PTN"
"SLC2A1",0,-1.69139133123563,0.016,0.138,0,"Adrenal","SLC2A1"
"SOX4",0,-1.69672954567164,0.038,0.247,0,"Adrenal","SOX4"
"NCKAP5",0,-1.72743021940117,0.018,0.117,0,"Adrenal","NCKAP5"
"ANO2",0,-1.74992721446025,0.009,0.136,0,"Adrenal","ANO2"
"COLEC12",0,-1.75809325371025,0.001,0.108,0,"Adrenal","COLEC12"
"FN1",0,-1.79125148943739,0.134,0.402,0,"Adrenal","FN1"
"CGNL1",0,-1.89121348157824,0.002,0.142,0,"Adrenal","CGNL1"
"ITIH5",0,-1.90812241542611,0.001,0.103,0,"Adrenal","ITIH5"
"SLC7A1",0,-1.91329771046786,0.007,0.142,0,"Adrenal","SLC7A1"
"TTN",0,-1.93489324632507,0.014,0.153,0,"Adrenal","TTN"
"MAP1B",0,-1.93542944372751,0.02,0.206,0,"Adrenal","MAP1B"
"RGS5",0,-1.94611232776,0.01,0.151,0,"Adrenal","RGS5"
"ABCB1",0,-1.95313694777684,0.002,0.111,0,"Adrenal","ABCB1"
"COBLL1",0,-1.96280506825565,0.014,0.173,0,"Adrenal","COBLL1"
"LPHN3",0,-1.97560279241627,0.042,0.231,0,"Adrenal","LPHN3"
"PTRF",0,-1.98236354703895,0.042,0.278,0,"Adrenal","PTRF"
"ROBO2",0,-2.00488850598985,0.015,0.126,0,"Adrenal","ROBO2"
"SLC7A5",0,-2.07341511047247,0.002,0.132,0,"Adrenal","SLC7A5"
"STAB2",0,-2.11792109037179,0.01,0.102,0,"Adrenal","STAB2"
"MECOM",0,-2.12388934055611,0.046,0.307,0,"Adrenal","MECOM"
"APCDD1",0,-2.13593060518993,0.001,0.157,0,"Adrenal","APCDD1"
"SEMA5A",0,-2.3268710624178,0.003,0.117,0,"Adrenal","SEMA5A"
"ELN",0,-2.41430955396037,0.003,0.138,0,"Adrenal","ELN"
"VWF",0,-2.44618428961673,0.017,0.262,0,"Adrenal","VWF"
"COL1A2",0,-2.46338719303299,0.022,0.217,0,"Adrenal","COL1A2"
"CASC15",0,-2.5110468022515,0.006,0.235,0,"Adrenal","CASC15"
"ABLIM1",0,-2.55456600917088,0.008,0.258,0,"Adrenal","ABLIM1"
"ITM2A",0,-2.64605624015156,0.014,0.226,0,"Adrenal","ITM2A"
"CDH11",0,-2.66699395994469,0.008,0.211,0,"Adrenal","CDH11"
"VIM",0,-3.26422338944033,0.066,0.569,0,"Adrenal","VIM"
"COL3A1",0,-3.41346763786017,0.025,0.224,0,"Adrenal","COL3A1"
"POSTN",0,-3.59417643198631,0.009,0.15,0,"Adrenal","POSTN"
"SLC39A10",2.78626703286287e-305,-1.23790604951257,0.049,0.164,1.77097918875797e-300,"Adrenal","SLC39A10"
"PMEPA1",5.60884324063815e-305,-1.07070936481203,0.01,0.1,3.56503685218202e-300,"Adrenal","PMEPA1"
"PTPRD",9.38680162446888e-301,-1.27811442506977,0.021,0.118,5.96634498052866e-296,"Adrenal","PTPRD"
"GNAI2",6.41876273965068e-299,-0.590368690837463,0.219,0.392,4.07982978494937e-294,"Adrenal","GNAI2"
"THBD",2.41908851451075e-296,-1.22131982344319,0.017,0.111,1.53759685070818e-291,"Adrenal","THBD"
"PCDH7",3.67844646642585e-294,-1.48241695714936,0.013,0.103,2.33805735852493e-289,"Adrenal","PCDH7"
"PRICKLE2",1.06699182985662e-293,-1.2416815417264,0.019,0.114,6.78190676975164e-289,"Adrenal","PRICKLE2"
"ARHGAP18",3.3231842512833e-292,-0.984564579195132,0.076,0.201,2.11224914195818e-287,"Adrenal","ARHGAP18"
"EEF2",2.01845591520854e-291,-0.714856358109206,0.131,0.278,1.2829507642657e-286,"Adrenal","EEF2"
"SLC16A1",3.20082311297531e-291,-1.07886412664863,0.015,0.107,2.03447517883824e-286,"Adrenal","SLC16A1"
"RPLP1",5.00112344732507e-291,-0.651538335863797,0.236,0.404,3.17876407435429e-286,"Adrenal","RPLP1"
"AGAP1",5.55242151573119e-291,-0.829802925248645,0.097,0.23,3.5291746396139e-286,"Adrenal","AGAP1"
"GCNT2",4.229076367735e-288,1.13670073270603,0.1,0.035,2.68804323009604e-283,"Adrenal","GCNT2"
"HECW2",6.37071026874547e-288,1.02148876727445,0.281,0.172,4.04928715391731e-283,"Adrenal","HECW2"
"RPS3",1.40089629427132e-287,-0.6999771080267,0.184,0.341,8.90423693601791e-283,"Adrenal","RPS3"
"RNASE1",1.29002909618719e-285,-1.00039007383663,0.036,0.14,8.19955393827539e-281,"Adrenal","RNASE1"
"ITM2C",5.69093182725228e-283,-1.08768408705143,0.017,0.108,3.61721317871982e-278,"Adrenal","ITM2C"
"MYO10",3.19764895072697e-282,-0.846133342048811,0.107,0.239,2.03245764957157e-277,"Adrenal","MYO10"
"LEPR",6.02795282748209e-281,-1.36571905303797,0.025,0.12,3.83142709667589e-276,"Adrenal","LEPR"
"CACNA1C",2.52972502226551e-280,-1.14569623870898,0.015,0.103,1.60791852140218e-275,"Adrenal","CACNA1C"
"NFIA",1.64936353843758e-277,-0.585908177110031,0.2,0.363,1.04835195866631e-272,"Adrenal","NFIA"
"ASAP1",3.23270433997317e-277,0.942003733810801,0.365,0.26,2.05473920553035e-272,"Adrenal","ASAP1"
"SSH2",1.49934606490669e-275,-0.716905928833736,0.128,0.268,9.52999352315341e-271,"Adrenal","SSH2"
"HNRNPA1",7.05940697177777e-272,-0.711749259421903,0.089,0.216,4.48702966533167e-267,"Adrenal","HNRNPA1"
"GPR124",4.20143953151363e-271,-0.950481393877728,0.017,0.105,2.67047698062538e-266,"Adrenal","GPR124"
"STMN1",1.1787336624727e-269,-0.78841475734774,0.05,0.158,7.49214903204272e-265,"Adrenal","STMN1"
"NES",7.82071081540111e-267,-0.992004315899183,0.018,0.105,4.9709220013771e-262,"Adrenal","NES"
"HMGCS1",1.21729510919441e-264,1.20851036338294,0.112,0.044,7.73724944355062e-260,"Adrenal","HMGCS1"
"GPCPD1",2.48062455551401e-264,-0.997719509159255,0.045,0.148,1.57670977373026e-259,"Adrenal","GPCPD1"
"RPS8",4.30598129930318e-263,-0.620074291529552,0.244,0.403,2.73692477365009e-258,"Adrenal","RPS8"
"NR2F1-AS1",3.79459172255806e-262,1.1421677676913,0.131,0.057,2.41188044477513e-257,"Adrenal","NR2F1-AS1"
"TM4SF18",2.04423822102431e-260,1.32872022239361,0.203,0.114,1.29933825566526e-255,"Adrenal","TM4SF18"
"SH3BP5",1.05313612447786e-259,1.11324374127736,0.255,0.157,6.69383852079374e-255,"Adrenal","SH3BP5"
"DST",6.13241722008987e-259,-0.890195975979322,0.054,0.16,3.89782570926132e-254,"Adrenal","DST"
"CRIP2",8.42843688196289e-259,-0.635692535801541,0.098,0.225,5.35719876654443e-254,"Adrenal","CRIP2"
"TANC2",1.52770410360047e-258,1.01704509162812,0.281,0.18,9.71024005289493e-254,"Adrenal","TANC2"
"RPL13",2.7669413836645e-248,-0.604504741442778,0.133,0.269,1.758695612871e-243,"Adrenal","RPL13"
"ELTD1",5.38367509010949e-248,1.18129729288647,0.249,0.156,3.42191772402449e-243,"Adrenal","ELTD1"
"SPTAN1",9.75172926653673e-244,-0.664842707207633,0.067,0.177,6.19829663910341e-239,"Adrenal","SPTAN1"
"TPM4",2.94551195814779e-243,-0.559839887603663,0.136,0.272,1.87219685571831e-238,"Adrenal","TPM4"
"NCOA7",1.93415700003718e-242,1.17017633656602,0.164,0.085,1.22936953079363e-237,"Adrenal","NCOA7"
"PPARG",2.51450957816894e-242,0.996016099466584,0.106,0.042,1.59824743297996e-237,"Adrenal","PPARG"
"RPL28",5.0838897826807e-242,-0.598282518572551,0.144,0.281,3.23137118476968e-237,"Adrenal","RPL28"
"SMAD1",1.36855508184095e-241,-0.82870418723627,0.042,0.137,8.69867295568924e-237,"Adrenal","SMAD1"
"CMTM8",3.18994899738877e-240,1.03983788060117,0.118,0.05,2.02756348223027e-235,"Adrenal","CMTM8"
"NHSL1",4.75886691775012e-239,1.16920576207664,0.219,0.13,3.02478340159116e-234,"Adrenal","NHSL1"
"RPS9",3.61867065020051e-238,-0.670796393192686,0.078,0.191,2.30006325197395e-233,"Adrenal","RPS9"
"RPS4X",8.83954009026581e-238,-0.61164767878116,0.121,0.249,5.61850007677385e-233,"Adrenal","RPS4X"
"RPL5",3.95004641531467e-235,-0.594455236774795,0.122,0.25,2.51068900203816e-230,"Adrenal","RPL5"
"FAM198B",1.32153668984611e-232,1.04429675500926,0.17,0.088,8.39981935433085e-228,"Adrenal","FAM198B"
"RP11-768F21.1",3.83482195531532e-232,1.09112608228394,0.138,0.065,2.43745118301797e-227,"Adrenal","RP11-768F21.1"
"COL15A1",8.39593016579743e-230,-1.27074972612468,0.025,0.106,5.33653717268251e-225,"Adrenal","COL15A1"
"IL6ST",1.24118448208079e-229,1.02911973546804,0.318,0.226,7.88909268655372e-225,"Adrenal","IL6ST"
"REV3L",3.98928541615932e-229,-0.686303032241873,0.068,0.173,2.53562970336503e-224,"Adrenal","REV3L"
"FAM155A",1.5977488152427e-228,-0.933228077302099,0.099,0.211,1.01554512445641e-223,"Adrenal","FAM155A"
"RPL27A",2.21197304120537e-228,-0.577171553160494,0.135,0.265,1.40595218472055e-223,"Adrenal","RPL27A"
"FBN1",2.47766612242926e-228,-0.873074235137962,0.053,0.15,1.57482936407726e-223,"Adrenal","FBN1"
"PEA15",3.91705375276263e-226,-0.6191156115602,0.058,0.158,2.48971853579345e-221,"Adrenal","PEA15"
"CALM1",4.46186201439835e-226,-0.546446234005924,0.189,0.331,2.83600411497174e-221,"Adrenal","CALM1"
"FSTL1",3.88295563857127e-224,-0.655872296763853,0.07,0.175,2.46804543343228e-219,"Adrenal","FSTL1"
"HSPD1",1.04252517000883e-223,1.20059355411711,0.129,0.061,6.62639423309314e-219,"Adrenal","HSPD1"
"RPS24",1.36807488065903e-223,-0.639233085046148,0.099,0.214,8.69562074895683e-219,"Adrenal","RPS24"
"MEG8",7.02220841598242e-223,0.848531413100282,0.131,0.06,4.46338589128259e-218,"Adrenal","MEG8"
"PTPRK",3.4204948323701e-222,-0.666990538735614,0.088,0.199,2.17410072040276e-217,"Adrenal","PTPRK"
"LGALS1",4.19606511415884e-222,-0.89997320374414,0.024,0.104,2.6670609472105e-217,"Adrenal","LGALS1"
"SLC22A23",6.64442403752498e-222,1.20076292910495,0.18,0.101,4.22326236249125e-217,"Adrenal","SLC22A23"
"MEG3",1.14069246184785e-221,0.679510906832987,0.244,0.147,7.25035535675111e-217,"Adrenal","MEG3"
"RPS21",1.72311959247085e-221,-0.634547501326664,0.078,0.185,1.0952320441704e-216,"Adrenal","RPS21"
"LMNA",3.81221698188454e-220,-0.76450798010996,0.039,0.128,2.42308323585563e-215,"Adrenal","LMNA"
"BTBD3",5.4188881527293e-220,1.1522968820429,0.152,0.078,3.44429949875627e-215,"Adrenal","BTBD3"
"RPS23",2.20170631563148e-219,-0.526648884081472,0.137,0.265,1.39942655127852e-214,"Adrenal","RPS23"
"RPL38",2.38010911464512e-219,-0.56065714472392,0.134,0.261,1.51282115435959e-214,"Adrenal","RPL38"
"RPS11",1.25988240070839e-218,-0.514280839146528,0.17,0.307,8.00793852714259e-214,"Adrenal","RPS11"
"RAPGEF5",5.24509127714155e-218,-0.632374015426824,0.179,0.312,3.33383246666394e-213,"Adrenal","RAPGEF5"
"TUBB",1.272116835268e-217,-0.381558057092613,0.125,0.253,8.08570181664693e-213,"Adrenal","TUBB"
"CCND1",2.45746510862572e-217,-0.816791711654041,0.071,0.172,1.5619893976936e-212,"Adrenal","CCND1"
"TACC1",4.00960206822462e-216,0.936708346766284,0.337,0.251,2.54854317058425e-211,"Adrenal","TACC1"
"MDK",7.6129772376824e-216,-0.759433307272835,0.069,0.17,4.83888446204331e-211,"Adrenal","MDK"
"MIR181A1HG",6.64394011687869e-215,-0.9009868061664,0.039,0.125,4.22295477768927e-210,"Adrenal","MIR181A1HG"
"CST3",1.11974909414315e-214,-0.791861654360539,0.024,0.101,7.11723721728325e-210,"Adrenal","CST3"
"PXDN",4.63162243914095e-214,-0.579471328589529,0.103,0.218,2.94390553854238e-209,"Adrenal","PXDN"
"MACF1",1.19337000985392e-211,-0.468097744964797,0.277,0.43,7.5851791196325e-207,"Adrenal","MACF1"
"SLC3A2",4.15253185193815e-211,-0.746004802955526,0.035,0.118,2.6393907704104e-206,"Adrenal","SLC3A2"
"RPL37",8.07553689512333e-211,-0.559056265229346,0.112,0.23,5.13289200590934e-206,"Adrenal","RPL37"
"KIAA1217",1.87546820028066e-209,0.558493564059845,0.373,0.263,1.19206634278039e-204,"Adrenal","KIAA1217"
"FAM129B",8.25570768849727e-209,-0.729435874690403,0.032,0.114,5.24741036388575e-204,"Adrenal","FAM129B"
"SLFN5",2.61997424874989e-208,-0.711563292094503,0.03,0.11,1.66528183224792e-203,"Adrenal","SLFN5"
"FGD4",4.92303947066362e-208,-0.796088908396259,0.05,0.14,3.1291331179485e-203,"Adrenal","FGD4"
"RPL23",1.80587054252424e-207,-0.565028830267042,0.105,0.219,1.14782937553383e-202,"Adrenal","RPL23"
"HIF3A",1.13524721507041e-206,0.939366788711172,0.185,0.105,7.21574482370902e-202,"Adrenal","HIF3A"
"RPS28",1.36649695970577e-206,-0.550470082225456,0.087,0.194,8.68559132558586e-202,"Adrenal","RPS28"
"RPL13A",3.05415903581711e-206,-0.55268530548616,0.111,0.227,1.94125402475571e-201,"Adrenal","RPL13A"
"RPL3",5.28596894161695e-206,-0.616568237721693,0.061,0.157,3.35981471898115e-201,"Adrenal","RPL3"
"RAI14",1.24780423745328e-204,-0.686490992017755,0.06,0.154,7.93116851367679e-200,"Adrenal","RAI14"
"SEPT11",1.47369523705494e-202,-0.595025757519704,0.066,0.164,9.3669542962449e-198,"Adrenal","SEPT11"
"RHOJ",2.92870413050343e-202,-0.52321486374053,0.095,0.204,1.86151363238929e-197,"Adrenal","RHOJ"
"RDX",5.9557993047255e-202,1.00171751245826,0.255,0.169,3.78556559607657e-197,"Adrenal","RDX"
"AFAP1L1",1.46279072767877e-201,-0.55295928980836,0.107,0.218,9.29764414419905e-197,"Adrenal","AFAP1L1"
"TUSC3",1.56154005153089e-201,-0.694766360242607,0.035,0.116,9.92530472153551e-197,"Adrenal","TUSC3"
"ACTB",1.74681901134986e-200,-0.393303940444137,0.193,0.329,1.11029563180409e-195,"Adrenal","ACTB"
"SORBS2",2.8963614127789e-199,-0.763951144473196,0.028,0.105,1.8409562775764e-194,"Adrenal","SORBS2"
"MDFIC",7.24821368056949e-199,-0.787475051710154,0.045,0.129,4.60703709750677e-194,"Adrenal","MDFIC"
"RPL12",1.11065913364791e-195,-0.560977014227283,0.089,0.193,7.05946051937948e-191,"Adrenal","RPL12"
"NID1",1.49973937660609e-195,0.964704768821143,0.299,0.215,9.53249345164598e-191,"Adrenal","NID1"
"RPL31",5.31701339573473e-195,-0.512965188039237,0.14,0.261,3.37954688446295e-190,"Adrenal","RPL31"
"SNED1",6.87671629816387e-195,1.02912661764512,0.123,0.059,4.37090964627594e-190,"Adrenal","SNED1"
"RPL32",1.04658602024845e-194,-0.513050333963503,0.13,0.248,6.65220540330118e-190,"Adrenal","RPL32"
"RPL37A",2.03166296310237e-194,-0.455177335863247,0.207,0.344,1.29134529597749e-189,"Adrenal","RPL37A"
"RPL18",2.09960127172821e-194,-0.471546862260471,0.13,0.248,1.33452756432317e-189,"Adrenal","RPL18"
"RASSF8",2.46208649245905e-193,-0.72100986085103,0.029,0.104,1.5649267954719e-188,"Adrenal","RASSF8"
"SEMA6A",5.43517630488185e-193,0.888807504512842,0.298,0.213,3.45465241114595e-188,"Adrenal","SEMA6A"
"PABPC1",1.22676394651905e-191,-0.464844292454106,0.145,0.267,7.79743432046974e-187,"Adrenal","PABPC1"
"DLGAP1",1.29685567929303e-190,-0.762888791798566,0.046,0.129,8.24294438315444e-186,"Adrenal","DLGAP1"
"RPLP0",2.44189822086675e-189,-0.537624182948363,0.114,0.223,1.55209492816511e-184,"Adrenal","RPLP0"
"FSCN1",3.23277041818096e-184,-0.484242736931482,0.103,0.209,2.0547812055e-179,"Adrenal","FSCN1"
