"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ZNF83",2.00410565659298e-06,-0.411773615257746,0.107,0.086,0.127382959638706,"Cerebellum","ZNF83"
"NSMCE2",2.32766618691352e-06,-0.438967105290579,0.183,0.149,0.147948790506411,"Cerebellum","NSMCE2"
"DIP2B.1",3.1982177212086e-06,-0.392331126637589,0.147,0.12,0.20328191657774,"Cerebellum","DIP2B"
"PHACTR2.1",3.26139221801041e-06,-0.749244125672453,0.184,0.189,0.20729735076896,"Cerebellum","PHACTR2"
"JUP.1",3.27252431040171e-06,-0.428750279914698,0.142,0.116,0.208004917693443,"Cerebellum","JUP"
"FGD5.1",3.57670751516584e-06,-0.404023169194917,0.171,0.14,0.227339106371456,"Cerebellum","FGD5"
"TBC1D5.1",3.67982589448382e-06,-0.728130783501471,0.214,0.215,0.233893413679286,"Cerebellum","TBC1D5"
"PITPNC1",3.75978307612878e-06,-0.468147142710841,0.214,0.174,0.238975572101821,"Cerebellum","PITPNC1"
"WSB1.1",4.10182416238112e-06,-0.43889483663191,0.25,0.204,0.260716045585107,"Cerebellum","WSB1"
"RANBP17.1",4.34717965827045e-06,-0.36322758691894,0.111,0.09,0.276311086259328,"Cerebellum","RANBP17"
"FCHSD2",4.6196560645013e-06,-0.495115412465366,0.304,0.245,0.293629959115767,"Cerebellum","FCHSD2"
"RB1.1",6.08509099020837e-06,-0.427398866387099,0.162,0.133,0.386774468428634,"Cerebellum","RB1"
"PRR4.1",6.14052618094375e-06,-0.459320751329994,0.252,0.205,0.390297984586966,"Cerebellum","PRR4"
"RRBP1.1",7.3505955110232e-06,-0.702475138626554,0.11,0.121,0.467211201276146,"Cerebellum","RRBP1"
"RNASE1.1",9.92907699903964e-06,-0.825616112255181,0.112,0.122,0.631102063135958,"Cerebellum","RNASE1"
"NRP1.1",1.03432358850204e-05,-0.641439887190763,0.348,0.323,0.657426416087783,"Cerebellum","NRP1"
"SPATS2.1",1.06019503153368e-05,-0.389901833565877,0.133,0.109,0.67387056399312,"Cerebellum","SPATS2"
"SYNE1.1",1.07895146765639e-05,-0.804303345503853,0.102,0.112,0.685792342357079,"Cerebellum","SYNE1"
"SIPA1L3.1",1.1033122024658e-05,-0.377570715699665,0.118,0.097,0.701276269009285,"Cerebellum","SIPA1L3"
"FAM172A.1",1.14062392057776e-05,-0.389012945058043,0.148,0.122,0.724991970158429,"Cerebellum","FAM172A"
"RALA.1",1.54466677654159e-05,-0.418516432328379,0.122,0.1,0.981805649837597,"Cerebellum","RALA"
"PDE8A.1",1.80266927679233e-05,-0.402160341108796,0.213,0.177,1,"Cerebellum","PDE8A"
"NEDD4",2.12228801661593e-05,-0.417048035981287,0.129,0.106,1,"Cerebellum","NEDD4"
"PTPRB.1",2.36230802077251e-05,-0.431988507637984,0.389,0.312,1,"Cerebellum","PTPRB"
"RGS12.1",3.74860800387768e-05,-0.383523900807107,0.117,0.097,1,"Cerebellum","RGS12"
"PDE4D.1",4.12311994140468e-05,-0.389411948699762,0.363,0.295,1,"Cerebellum","PDE4D"
"NPDC1.1",4.41470389818483e-05,-0.467696320682957,0.126,0.104,1,"Cerebellum","NPDC1"
"SHANK3.1",4.4695855278967e-05,-0.742857038874642,0.216,0.213,1,"Cerebellum","SHANK3"
"HERC1",5.20083999143845e-05,-0.481845465005927,0.196,0.163,1,"Cerebellum","HERC1"
"SPIDR.1",5.94139683619376e-05,-0.383816655891762,0.182,0.152,1,"Cerebellum","SPIDR"
"NT5C2",6.96668729846318e-05,-0.364559749200173,0.105,0.087,1,"Cerebellum","NT5C2"
"CPNE8",7.32903656811135e-05,-0.433132890411368,0.107,0.088,1,"Cerebellum","CPNE8"
"CSGALNACT1.1",7.52642080361019e-05,-0.691708188752507,0.146,0.153,1,"Cerebellum","CSGALNACT1"
"HSP90B1",7.63816494992768e-05,-0.475995882070257,0.314,0.255,1,"Cerebellum","HSP90B1"
"TXNIP.1",7.80150454683361e-05,-0.378712360758433,0.2,0.167,1,"Cerebellum","TXNIP"
"AC007319.1",8.53640055477954e-05,-0.670336082745267,0.104,0.114,1,"Cerebellum","AC007319.1"
"WDPCP.1",0.00013813736316665,-0.387780303175237,0.114,0.095,1,"Cerebellum","WDPCP"
"UBE2E1.1",0.000153412965678424,-0.437856694352288,0.15,0.126,1,"Cerebellum","UBE2E1"
"R3HDM2",0.000157813493011255,-0.359337083933052,0.11,0.092,1,"Cerebellum","R3HDM2"
"TGFBR2.1",0.000185104619994377,-0.744487484920174,0.28,0.262,1,"Cerebellum","TGFBR2"
"TANC2.1",0.000230070137162145,-0.845516355484705,0.202,0.198,1,"Cerebellum","TANC2"
"FARS2.1",0.00023794763004319,-0.360261058363058,0.118,0.1,1,"Cerebellum","FARS2"
"ST6GALNAC3.1",0.000239323034998986,-0.731633529592522,0.273,0.259,1,"Cerebellum","ST6GALNAC3"
"RASIP1.1",0.000284322501167847,-0.417978354625324,0.119,0.1,1,"Cerebellum","RASIP1"
"TEK.1",0.000285294827581564,-0.453495848236586,0.241,0.201,1,"Cerebellum","TEK"
"CHN1",0.000338636538758738,-0.473013188119627,0.102,0.085,1,"Cerebellum","CHN1"
"ZFAND3.1",0.000349804368753187,-0.40639079754552,0.328,0.27,1,"Cerebellum","ZFAND3"
"SIK2.1",0.000349950517782248,-0.390617538108514,0.112,0.094,1,"Cerebellum","SIK2"
"ZMYND8",0.000351292600280376,-0.352969277468684,0.101,0.085,1,"Cerebellum","ZMYND8"
"ELN.1",0.000476545706104144,-1.21531094641881,0.108,0.114,1,"Cerebellum","ELN"
"HMBOX1.1",0.000679826930951782,-0.463175314710692,0.166,0.14,1,"Cerebellum","HMBOX1"
"TCF7L1.1",0.000684164174741014,-0.481159701011316,0.227,0.19,1,"Cerebellum","TCF7L1"
"ELF1",0.000711851399757046,-0.392961463371203,0.103,0.087,1,"Cerebellum","ELF1"
"PRKCE",0.00137265812220207,-0.764632327902644,0.174,0.172,1,"Cerebellum","PRKCE"
"LIMK2.1",0.00161671357364154,-0.428079911310108,0.122,0.104,1,"Cerebellum","LIMK2"
"CMIP.1",0.00170928285581878,-0.471429976965386,0.205,0.173,1,"Cerebellum","CMIP"
"SEPP1.1",0.00178286445991145,-0.673629262370417,0.158,0.134,1,"Cerebellum","SEPP1"
"PLXND1.1",0.00208771282714475,-0.684896919667648,0.242,0.231,1,"Cerebellum","PLXND1"
"GNAQ.1",0.00212770119135282,-0.463468065474125,0.301,0.251,1,"Cerebellum","GNAQ"
"ITGA5.1",0.00224740147641289,-0.477353040275397,0.164,0.14,1,"Cerebellum","ITGA5"
"ZSWIM6.1",0.00225755651130812,-0.491158080734729,0.246,0.206,1,"Cerebellum","ZSWIM6"
"KANSL1.1",0.00241242614144244,-0.526998356303759,0.222,0.188,1,"Cerebellum","KANSL1"
"BCAM.1",0.00280474050975613,-0.646483785119524,0.102,0.108,1,"Cerebellum","BCAM"
"MBNL1.1",0.00286056136639564,-0.473758554814361,0.261,0.219,1,"Cerebellum","MBNL1"
"FLT4.1",0.00326196178653596,-0.650861464008063,0.125,0.106,1,"Cerebellum","FLT4"
"STAG1.1",0.0034235742441877,-0.701027023381398,0.244,0.232,1,"Cerebellum","STAG1"
"NCOA3.1",0.00357023378064364,-0.669126728131285,0.137,0.14,1,"Cerebellum","NCOA3"
"IL6ST.1",0.00550514694175778,-0.783298578246366,0.26,0.241,1,"Cerebellum","IL6ST"
"KIF26B.1",0.00756290776782129,-0.634942069778868,0.102,0.106,1,"Cerebellum","KIF26B"
"SMURF2.1",0.00846331922832294,-0.4763706433341,0.136,0.118,1,"Cerebellum","SMURF2"
"UBE2E2.1",0.00894380074596579,-0.390771363999443,0.124,0.108,1,"Cerebellum","UBE2E2"
"SEMA5A.2",0,2.77940747390055,0.408,0.059,0,"Cerebrum","SEMA5A"
"SLC7A5.2",0,2.58739674109175,0.532,0.059,0,"Cerebrum","SLC7A5"
"ABCB1.2",0,2.57647376452578,0.434,0.051,0,"Cerebrum","ABCB1"
"ATP1A2.1",0,2.52441454247188,0.344,0.036,0,"Cerebrum","ATP1A2"
"ITIH5.2",0,2.49420555936232,0.396,0.048,0,"Cerebrum","ITIH5"
"CTD-3179P9.1.1",0,2.46504015927291,0.303,0.039,0,"Cerebrum","CTD-3179P9.1"
"CDH2.2",0,2.40821789917809,0.431,0.053,0,"Cerebrum","CDH2"
"ABCC9.1",0,2.34426372353841,0.307,0.034,0,"Cerebrum","ABCC9"
"SLC38A5.1",0,2.30094240962133,0.388,0.042,0,"Cerebrum","SLC38A5"
"SLC7A1.2",0,2.29625326463893,0.505,0.072,0,"Cerebrum","SLC7A1"
"PDGFRB.1",0,2.25771108958996,0.31,0.042,0,"Cerebrum","PDGFRB"
"ROBO2.2",0,2.231145134394,0.339,0.079,0,"Cerebrum","ROBO2"
"NOTCH3.1",0,2.22763131904157,0.336,0.05,0,"Cerebrum","NOTCH3"
"EDNRA.1",0,2.21221982136647,0.276,0.034,0,"Cerebrum","EDNRA"
"ITM2A.2",0,2.20972695071435,0.621,0.136,0,"Cerebrum","ITM2A"
"PTN.2",0,2.19034247996457,0.362,0.055,0,"Cerebrum","PTN"
"SLC39A10.2",0,2.18556675945053,0.52,0.099,0,"Cerebrum","SLC39A10"
"CCDC3.1",0,2.16337316688762,0.321,0.048,0,"Cerebrum","CCDC3"
"LEF1.2",0,2.15172900580094,0.398,0.056,0,"Cerebrum","LEF1"
"SLC2A1.2",0,2.12478061580979,0.461,0.075,0,"Cerebrum","SLC2A1"
"CDH6.1",0,2.09345480151463,0.336,0.037,0,"Cerebrum","CDH6"
"MFSD2A.1",0,2.08480047040822,0.354,0.041,0,"Cerebrum","MFSD2A"
"MIR4435-1HG.1",0,2.05997100273453,0.308,0.055,0,"Cerebrum","MIR4435-1HG"
"NTM.1",0,2.05871600755672,0.294,0.037,0,"Cerebrum","NTM"
"TFRC.2",0,2.05219399432016,0.414,0.062,0,"Cerebrum","TFRC"
"COBLL1.2",0,2.03672337841522,0.513,0.101,0,"Cerebrum","COBLL1"
"BGN.2",0,2.03458110604057,0.419,0.082,0,"Cerebrum","BGN"
"RGS5.2",0,2.03240569327575,0.432,0.089,0,"Cerebrum","RGS5"
"PLXDC1.1",0,2.02420386019145,0.251,0.027,0,"Cerebrum","PLXDC1"
"NKAIN3.1",0,1.93355624263698,0.237,0.03,0,"Cerebrum","NKAIN3"
"GUCY1A2.2",0,1.90541099481924,0.34,0.063,0,"Cerebrum","GUCY1A2"
"RBFOX1.1",0,1.89727220770088,0.239,0.04,0,"Cerebrum","RBFOX1"
"PCDH18.1",0,1.89279651882874,0.219,0.029,0,"Cerebrum","PCDH18"
"SLC38A11.1",0,1.87556522884697,0.157,0.013,0,"Cerebrum","SLC38A11"
"PAG1.1",0,1.84501617530603,0.234,0.036,0,"Cerebrum","PAG1"
"PTPRD.2",0,1.83765271075856,0.335,0.073,0,"Cerebrum","PTPRD"
"GPCPD1.2",0,1.83038503195269,0.427,0.094,0,"Cerebrum","GPCPD1"
"NDUFA4L2.1",0,1.82095745448021,0.252,0.034,0,"Cerebrum","NDUFA4L2"
"SLCO2B1.2",0,1.81869819419183,0.362,0.055,0,"Cerebrum","SLCO2B1"
"APCDD1.2",0,1.78688125546867,0.457,0.09,0,"Cerebrum","APCDD1"
"SLC3A2.2",0,1.74033050932025,0.376,0.071,0,"Cerebrum","SLC3A2"
"FN1.2",0,1.72747853330138,0.773,0.304,0,"Cerebrum","FN1"
"GRM3.1",0,1.72255373722143,0.174,0.019,0,"Cerebrum","GRM3"
"SLC7A11.1",0,1.71891822654457,0.222,0.026,0,"Cerebrum","SLC7A11"
"NHS.1",0,1.70160450701082,0.243,0.032,0,"Cerebrum","NHS"
"RTN1.1",0,1.68406869891416,0.268,0.035,0,"Cerebrum","RTN1"
"S1PR3.1",0,1.67575488183531,0.176,0.02,0,"Cerebrum","S1PR3"
"MAP1B.2",0,1.67568917073183,0.45,0.14,0,"Cerebrum","MAP1B"
"MYO1B.2",0,1.67347446081254,0.528,0.147,0,"Cerebrum","MYO1B"
"PRELP.1",0,1.65905587110398,0.171,0.018,0,"Cerebrum","PRELP"
"IGFBP7.2",0,1.65027278573204,0.847,0.357,0,"Cerebrum","IGFBP7"
"GPC5.1",0,1.6364401595852,0.167,0.038,0,"Cerebrum","GPC5"
"CTD-2547E10.2.1",0,1.6315944056636,0.243,0.036,0,"Cerebrum","CTD-2547E10.2"
"LAMA2.1",0,1.60933310745439,0.238,0.041,0,"Cerebrum","LAMA2"
"RP11-649A16.1.1",0,1.59975312834869,0.155,0.019,0,"Cerebrum","RP11-649A16.1"
"SLC6A1.1",0,1.58385458755679,0.176,0.02,0,"Cerebrum","SLC6A1"
"PPM1H.2",0,1.58296872774969,0.319,0.061,0,"Cerebrum","PPM1H"
"CSPG4.1",0,1.5818985512082,0.181,0.026,0,"Cerebrum","CSPG4"
"CD248.1",0,1.5738470807611,0.172,0.024,0,"Cerebrum","CD248"
"ITGA1.2",0,1.57125591018854,0.492,0.145,0,"Cerebrum","ITGA1"
"DLC1.2",0,1.57043043005527,0.563,0.253,0,"Cerebrum","DLC1"
"PDE8B.1",0,1.567584395103,0.164,0.019,0,"Cerebrum","PDE8B"
"CPE.1",0,1.56599716548527,0.266,0.055,0,"Cerebrum","CPE"
"UNC5B.2",0,1.56472961082676,0.416,0.106,0,"Cerebrum","UNC5B"
"PDXK.1",0,1.55182254893601,0.263,0.043,0,"Cerebrum","PDXK"
"PTPRK.2",0,1.53743259709558,0.476,0.144,0,"Cerebrum","PTPRK"
"SLCO1A2.1",0,1.52994452682645,0.185,0.026,0,"Cerebrum","SLCO1A2"
"ZIC1.1",0,1.52030592317724,0.181,0.026,0,"Cerebrum","ZIC1"
"SLC16A1.2",0,1.50712862217738,0.302,0.065,0,"Cerebrum","SLC16A1"
"SLC38A3.1",0,1.49001247919837,0.229,0.03,0,"Cerebrum","SLC38A3"
"CLDN5.2",0,1.48567969682979,0.609,0.215,0,"Cerebrum","CLDN5"
"RELL1.1",0,1.4852580628855,0.276,0.05,0,"Cerebrum","RELL1"
"SLC1A4.1",0,1.47238098893552,0.251,0.041,0,"Cerebrum","SLC1A4"
"GPM6B.1",0,1.46294446864089,0.191,0.03,0,"Cerebrum","GPM6B"
"CCDC141.1",0,1.46067424591312,0.214,0.032,0,"Cerebrum","CCDC141"
"ATP10A.1",0,1.44996533915409,0.17,0.02,0,"Cerebrum","ATP10A"
"BSG.2",0,1.44263136749731,0.536,0.177,0,"Cerebrum","BSG"
"GJC1.1",0,1.43480894828054,0.247,0.062,0,"Cerebrum","GJC1"
"ANGPT2.1",0,1.43117910796502,0.188,0.03,0,"Cerebrum","ANGPT2"
"TTYH2.1",0,1.41706504213068,0.213,0.03,0,"Cerebrum","TTYH2"
"PLCE1.1",0,1.41671850254597,0.176,0.035,0,"Cerebrum","PLCE1"
"LRRC36.1",0,1.40835024481876,0.194,0.021,0,"Cerebrum","LRRC36"
"SLC35F1.1",0,1.40223308194615,0.141,0.022,0,"Cerebrum","SLC35F1"
"LRP8.1",0,1.40159292469566,0.205,0.027,0,"Cerebrum","LRP8"
"FOXF2.1",0,1.39927459098063,0.175,0.02,0,"Cerebrum","FOXF2"
"COL9A1.1",0,1.39883039847738,0.129,0.013,0,"Cerebrum","COL9A1"
"CYTH3.2",0,1.39569156673358,0.308,0.079,0,"Cerebrum","CYTH3"
"KCNJ8.1",0,1.38681391019616,0.129,0.014,0,"Cerebrum","KCNJ8"
"ABLIM3.1",0,1.38189981873661,0.258,0.051,0,"Cerebrum","ABLIM3"
"ABCG2.1",0,1.37780383691617,0.293,0.062,0,"Cerebrum","ABCG2"
"PPARD.1",0,1.37557195758003,0.268,0.053,0,"Cerebrum","PPARD"
"PRSS12.1",0,1.3594126402391,0.163,0.016,0,"Cerebrum","PRSS12"
"CALD1.2",0,1.35046399611941,0.532,0.205,0,"Cerebrum","CALD1"
"ROR1.1",0,1.3388522040808,0.227,0.043,0,"Cerebrum","ROR1"
"MMP28.1",0,1.32861615313647,0.242,0.045,0,"Cerebrum","MMP28"
"RNF220.2",0,1.32772980187786,0.282,0.069,0,"Cerebrum","RNF220"
"LAMC3.1",0,1.32693956692039,0.148,0.02,0,"Cerebrum","LAMC3"
"STMN2.1",0,1.3146080201991,0.157,0.02,0,"Cerebrum","STMN2"
"MAPK10.1",0,1.30916604777906,0.135,0.02,0,"Cerebrum","MAPK10"
"FOXQ1.1",0,1.30517416005757,0.179,0.024,0,"Cerebrum","FOXQ1"
"EPS8.1",0,1.27053266744412,0.179,0.04,0,"Cerebrum","EPS8"
"MYO10.2",0,1.2692888049372,0.492,0.183,0,"Cerebrum","MYO10"
"FLVCR2.1",0,1.25314644948285,0.167,0.022,0,"Cerebrum","FLVCR2"
"KLHL29.1",0,1.24113355500597,0.153,0.02,0,"Cerebrum","KLHL29"
"SOX11.1",0,1.23697638691745,0.247,0.059,0,"Cerebrum","SOX11"
"FAM189A1.1",0,1.2341688418978,0.213,0.041,0,"Cerebrum","FAM189A1"
"TRPC6.1",0,1.23265139303675,0.138,0.028,0,"Cerebrum","TRPC6"
"RP11-554D15.1.1",0,1.22162524321261,0.175,0.044,0,"Cerebrum","RP11-554D15.1"
"PREX2.2",0,1.21899219935285,0.392,0.141,0,"Cerebrum","PREX2"
"CGNL1.2",0,1.2140895443152,0.352,0.089,0,"Cerebrum","CGNL1"
"ABLIM1.2",0,1.20357596544963,0.49,0.18,0,"Cerebrum","ABLIM1"
"PMEPA1.2",0,1.20297962848981,0.257,0.063,0,"Cerebrum","PMEPA1"
"TTN.2",0,1.19596208145282,0.363,0.1,0,"Cerebrum","TTN"
"BBS9.2",0,1.19417016514712,0.294,0.085,0,"Cerebrum","BBS9"
"PDE5A.1",0,1.19294878850668,0.142,0.023,0,"Cerebrum","PDE5A"
"SORT1.1",0,1.18870318464719,0.214,0.042,0,"Cerebrum","SORT1"
"RP11-345J4.8.1",0,1.18824690828386,0.145,0.019,0,"Cerebrum","RP11-345J4.8"
"SPECC1.1",0,1.18468724413444,0.166,0.036,0,"Cerebrum","SPECC1"
"PDZD2.2",0,1.18355916905042,0.365,0.128,0,"Cerebrum","PDZD2"
"SMARCA2.2",0,1.17986305023764,0.355,0.123,0,"Cerebrum","SMARCA2"
"FRZB.1",0,1.17625665678939,0.117,0.018,0,"Cerebrum","FRZB"
"RUNDC3B.1",0,1.17029195305686,0.164,0.025,0,"Cerebrum","RUNDC3B"
"SAMD12.2",0,1.16278203711174,0.277,0.073,0,"Cerebrum","SAMD12"
"LRRC55.1",0,1.16067022465319,0.158,0.024,0,"Cerebrum","LRRC55"
"SLC39A8.1",0,1.15766160906152,0.157,0.023,0,"Cerebrum","SLC39A8"
"AC013463.2",0,1.15594463646037,0.1,0.009,0,"Cerebrum","AC013463.2"
"PTEN.2",0,1.1545172044304,0.317,0.106,0,"Cerebrum","PTEN"
"MAP2.1",0,1.14907564915833,0.191,0.042,0,"Cerebrum","MAP2"
"MDGA2",0,1.14433894764978,0.121,0.016,0,"Cerebrum","MDGA2"
"MGLL.1",0,1.14004863742401,0.248,0.067,0,"Cerebrum","MGLL"
"CSRP2.1",0,1.13777454694917,0.132,0.023,0,"Cerebrum","CSRP2"
"NKD1.1",0,1.13282713943803,0.145,0.022,0,"Cerebrum","NKD1"
"NREP.2",0,1.1324770130154,0.418,0.138,0,"Cerebrum","NREP"
"PID1",0,1.13227472931915,0.104,0.012,0,"Cerebrum","PID1"
"MPPED2.1",0,1.12657991773222,0.185,0.035,0,"Cerebrum","MPPED2"
"LHFP.2",0,1.11723607759565,0.371,0.145,0,"Cerebrum","LHFP"
"SLC12A7.1",0,1.11497836378926,0.122,0.021,0,"Cerebrum","SLC12A7"
"CACNA1C.2",0,1.11440986510073,0.231,0.07,0,"Cerebrum","CACNA1C"
"MMP25.1",0,1.11039732799028,0.131,0.016,0,"Cerebrum","MMP25"
"EFR3B.1",0,1.10856503601695,0.156,0.027,0,"Cerebrum","EFR3B"
"NEBL.1",0,1.10495041316205,0.138,0.025,0,"Cerebrum","NEBL"
"PIK3R6.1",0,1.10432623931039,0.158,0.026,0,"Cerebrum","PIK3R6"
"SLC20A2.2",0,1.09447714759728,0.246,0.075,0,"Cerebrum","SLC20A2"
"OLFML3.1",0,1.09240050149977,0.145,0.033,0,"Cerebrum","OLFML3"
"DPEP1.1",0,1.08874169355597,0.131,0.016,0,"Cerebrum","DPEP1"
"PON2.2",0,1.08651168510751,0.334,0.099,0,"Cerebrum","PON2"
"APLN.1",0,1.07733127769355,0.146,0.029,0,"Cerebrum","APLN"
"NAMPT.1",0,1.06480857530138,0.203,0.048,0,"Cerebrum","NAMPT"
"DCN.1",0,1.06176043364993,0.19,0.055,0,"Cerebrum","DCN"
"ARHGAP42.1",0,1.06171323200722,0.157,0.048,0,"Cerebrum","ARHGAP42"
"LINGO1.1",0,1.05855944043423,0.11,0.017,0,"Cerebrum","LINGO1"
"CD82.1",0,1.05096250318204,0.194,0.043,0,"Cerebrum","CD82"
"FAM213A.2",0,1.04278496216342,0.338,0.106,0,"Cerebrum","FAM213A"
"EBF1.2",0,1.03822679389467,0.572,0.274,0,"Cerebrum","EBF1"
"CDH11.2",0,1.02251930229938,0.497,0.136,0,"Cerebrum","CDH11"
"C10orf118.1",0,1.0130324548383,0.232,0.061,0,"Cerebrum","C10orf118"
"PTPRG.2",0,1.01080693434483,0.656,0.363,0,"Cerebrum","PTPRG"
"ANK2.1",0,1.00446734142631,0.138,0.029,0,"Cerebrum","ANK2"
"INSR.2",0,1.00297978583256,0.423,0.165,0,"Cerebrum","INSR"
"ABCA1.1",0,1.00289154035743,0.213,0.055,0,"Cerebrum","ABCA1"
"SPOCK2.1",0,1.0021108472754,0.139,0.027,0,"Cerebrum","SPOCK2"
"NRXN1.1",0,0.996383094854981,0.16,0.039,0,"Cerebrum","NRXN1"
"SYT1.1",0,0.995245900312579,0.199,0.054,0,"Cerebrum","SYT1"
"ECM1.1",0,0.991948193818892,0.176,0.037,0,"Cerebrum","ECM1"
"USP53.1",0,0.989904458475565,0.173,0.037,0,"Cerebrum","USP53"
"ZIC2.1",0,0.987782851698363,0.125,0.022,0,"Cerebrum","ZIC2"
"MLEC.1",0,0.984865022570432,0.24,0.065,0,"Cerebrum","MLEC"
"IFNAR2.2",0,0.982797602035203,0.261,0.073,0,"Cerebrum","IFNAR2"
"TSPAN5.2",0,0.978882595002601,0.381,0.13,0,"Cerebrum","TSPAN5"
"FOXC1.2",0,0.978146776013797,0.293,0.08,0,"Cerebrum","FOXC1"
"SEPT11.2",0,0.972278558476231,0.332,0.124,0,"Cerebrum","SEPT11"
"ACVR1.1",0,0.969449300868163,0.183,0.044,0,"Cerebrum","ACVR1"
"PALMD.2",0,0.956693826235303,0.276,0.078,0,"Cerebrum","PALMD"
"LDLRAD3.2",0,0.954659500237002,0.288,0.093,0,"Cerebrum","LDLRAD3"
"SLC7A8.1",0,0.953860069334061,0.163,0.033,0,"Cerebrum","SLC7A8"
"CPD.2",0,0.946587058572884,0.262,0.079,0,"Cerebrum","CPD"
"SLC38A2.2",0,0.944589450657918,0.338,0.116,0,"Cerebrum","SLC38A2"
"PARP8.1",0,0.9434626441852,0.137,0.023,0,"Cerebrum","PARP8"
"PDE7B.1",0,0.942978146251249,0.203,0.061,0,"Cerebrum","PDE7B"
"KLF12.2",0,0.939716501420705,0.343,0.13,0,"Cerebrum","KLF12"
"SLC26A2.1",0,0.939110202990466,0.207,0.054,0,"Cerebrum","SLC26A2"
"FRY.1",0,0.932088847335734,0.188,0.044,0,"Cerebrum","FRY"
"CA2.1",0,0.931613867504788,0.171,0.042,0,"Cerebrum","CA2"
"SLC16A2.1",0,0.931528636376026,0.163,0.036,0,"Cerebrum","SLC16A2"
"DAAM2.1",0,0.929528294798058,0.109,0.019,0,"Cerebrum","DAAM2"
"PALD1.2",0,0.928310680206816,0.311,0.104,0,"Cerebrum","PALD1"
"SLC38A1.1",0,0.924678643440925,0.173,0.036,0,"Cerebrum","SLC38A1"
"PRKCB.1",0,0.923769859156469,0.172,0.043,0,"Cerebrum","PRKCB"
"DLG2.2",0,0.918693039275837,0.253,0.089,0,"Cerebrum","DLG2"
"EPB41L1.1",0,0.91852197925785,0.17,0.045,0,"Cerebrum","EPB41L1"
"BASP1.1",0,0.918238849821961,0.133,0.029,0,"Cerebrum","BASP1"
"CAMK2N1.1",0,0.908685534692663,0.104,0.017,0,"Cerebrum","CAMK2N1"
"CELF2.1",0,0.907914862083307,0.191,0.05,0,"Cerebrum","CELF2"
"SLC30A1.1",0,0.906426284349068,0.135,0.027,0,"Cerebrum","SLC30A1"
"GGT5.1",0,0.905574092179441,0.159,0.04,0,"Cerebrum","GGT5"
"NKD2.1",0,0.903134599950085,0.1,0.014,0,"Cerebrum","NKD2"
"CCSER1.2",0,0.902522933115631,0.274,0.092,0,"Cerebrum","CCSER1"
"CADM2.1",0,0.898667894818985,0.111,0.023,0,"Cerebrum","CADM2"
"ADAM12.1",0,0.894866040646732,0.128,0.033,0,"Cerebrum","ADAM12"
"KIF5B.2",0,0.890549568324554,0.3,0.113,0,"Cerebrum","KIF5B"
"HES4.1",0,0.88784282531563,0.113,0.023,0,"Cerebrum","HES4"
"PRKCDBP.1",0,0.884751747362956,0.166,0.046,0,"Cerebrum","PRKCDBP"
"USP54.1",0,0.880502126354516,0.156,0.036,0,"Cerebrum","USP54"
"NOX4",0,0.879884912287545,0.126,0.032,0,"Cerebrum","NOX4"
"PLCB4.2",0,0.877764543543318,0.293,0.1,0,"Cerebrum","PLCB4"
"SLC16A14.1",0,0.874428815805086,0.127,0.026,0,"Cerebrum","SLC16A14"
"LSR.1",0,0.871430789729908,0.151,0.036,0,"Cerebrum","LSR"
"GPD1L.1",0,0.869600025202476,0.133,0.027,0,"Cerebrum","GPD1L"
"ACTN4.2",0,0.869160064189836,0.597,0.304,0,"Cerebrum","ACTN4"
"SDC3.1",0,0.868327153078393,0.221,0.066,0,"Cerebrum","SDC3"
"GUCY1A3.1",0,0.867444504312811,0.12,0.027,0,"Cerebrum","GUCY1A3"
"CHL1.1",0,0.8652137270799,0.106,0.015,0,"Cerebrum","CHL1"
"SPARC.2",0,0.855771053898407,0.649,0.365,0,"Cerebrum","SPARC"
"ABHD2.1",0,0.849609065303772,0.206,0.06,0,"Cerebrum","ABHD2"
"SNTB1.1",0,0.848965519721653,0.186,0.052,0,"Cerebrum","SNTB1"
"ANKH.1",0,0.848374240920362,0.191,0.056,0,"Cerebrum","ANKH"
"CADM4.1",0,0.848314971649623,0.119,0.024,0,"Cerebrum","CADM4"
"AFAP1L2.1",0,0.846270125077887,0.127,0.028,0,"Cerebrum","AFAP1L2"
"RHOB.2",0,0.844481379473221,0.33,0.131,0,"Cerebrum","RHOB"
"SORBS2.2",0,0.843349625832508,0.234,0.074,0,"Cerebrum","SORBS2"
"LPHN3.2",0,0.838806222323354,0.436,0.168,0,"Cerebrum","LPHN3"
"NCAM1.1",0,0.83838135291582,0.13,0.032,0,"Cerebrum","NCAM1"
"ITM2C.2",0,0.834716331699369,0.21,0.078,0,"Cerebrum","ITM2C"
"COL5A2.2",0,0.825748557527672,0.233,0.079,0,"Cerebrum","COL5A2"
"LAMA4.2",0,0.82185287700739,0.497,0.225,0,"Cerebrum","LAMA4"
"RASSF8.2",0,0.81989048806863,0.225,0.075,0,"Cerebrum","RASSF8"
"NPAS2.1",0,0.808667355404794,0.186,0.052,0,"Cerebrum","NPAS2"
"SLC12A2.2",0,0.803701861566249,0.236,0.099,0,"Cerebrum","SLC12A2"
"MYOF.1",0,0.802820108266029,0.117,0.03,0,"Cerebrum","MYOF"
"ATP9A.1",0,0.801833810334902,0.189,0.056,0,"Cerebrum","ATP9A"
